Unnamed: 0,index,Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame,frame,blue_x,red_x,blue_y,red_y,head_x,head_y,blue_zero_x,blue_zero_y,head_angle,speak_xpix,speak_ypix,h2s_x,h2s_y,h2s_distance,h2s_theta
58,344,345,4,13,43,374172,8.484626,250.675626,285.5748,287.9678,7199,7199,229.22848506467,235.295882645607,374.214910296051,368.212479382621,232.2621838551385,371.213694839336,-3.03369879046852,3.0012154567150446,0.7907806789934804,274.7,399.1,49.67055975389923,-10.556976290258028,50.780057647257,-0.2094235781388909
59,356,357,4,25,43,701675,15.910998,258.101998,293.0012,295.3942,7385,7385,231.1162805362,213.307780135015,376.775883290885,236.37752893593,222.2120303356075,306.5767061134075,8.904250200592514,70.19917717747751,-0.126168890292639,274.7,399.1,40.42814150057965,98.39264325102798,106.37455932277676,1.1809409924974767
60,386,387,4,55,43,1585371,35.949456,278.140456,313.0397,315.4327,7886,7886,300.965734874299,303.243616871202,362.908904389459,235.054158398209,302.1046758727505,298.981531393834,-1.13894099845146,63.92737299562498,0.0178142861503796,274.7,399.1,-25.616882851176413,100.5907517057282,103.80136808219032,1.8201601671560728
61,55,56,0,56,29,1674249,37.96483,39.02583,73.9384,76.3314,1908,1908,348.311245406663,346.621056534352,411.508590419518,402.826025575974,347.4661509705075,407.167307997746,0.8450944361554775,4.341282421772007,-0.192260238946555,267.0,101.0,-20.48172175312317,-315.90144192868576,316.564719984074,-1.635541502566294
62,71,72,0,72,29,2122228,48.123084,49.184084,84.0967,86.4897,2162,2162,217.386428038184,218.633059436093,406.332500484394,396.736936230253,218.00974373713848,401.5347183573235,-0.6233156989544852,4.797782127070491,0.1291938413657081,267.0,101.0,9.86266162544154,-304.3417323544023,304.5014977743404,-1.5384011268737086
63,151,152,1,69,29,2007035,45.510998,106.891998,141.76375,144.15675,3604,3604,203.043651475332,227.359084821746,285.887723448757,289.010367383006,215.20136814853905,287.4490454158815,-12.157716673207004,-1.561321967124513,1.698519541478631,267.0,101.0,-191.52823430596567,-27.627527247579614,193.51058058456812,-2.998333016963711
64,164,165,1,82,29,2383920,54.057143,115.438143,150.30995,152.70295,3818,3818,234.232936473218,239.610622136544,146.977829521736,151.702644960958,236.921779304881,149.34023724134698,-2.6888428316630097,-2.362407719610985,2.2916596172249832,267.0,101.0,-56.16756840895446,9.31032522307441,56.93397840247943,2.97732645698585
65,168,169,2,3,29,128472,2.913197,124.577197,159.445,161.838,4046,4046,258.100293475217,259.034260222049,134.415873354533,140.391678094647,258.567276848633,137.40377572459,-0.466983373416042,-2.987902370056986,2.9865555217916464,267.0,101.0,-13.952933403248275,34.66498746860248,37.36770941272489,1.953462867231848
66,231,232,2,66,29,1896203,42.9978,164.6618,199.52975,201.92275,5048,5048,258.039212197807,255.903850232757,135.759348155196,142.492521795356,256.971531215282,139.12593497527598,1.0676809825250189,-3.366586820079988,-2.8344857562242005,267.0,101.0,1.9662943978775105,39.37373223668176,39.42279929057596,1.520898536340177
67,232,233,2,67,29,1919658,43.52966,165.19366,200.0616,202.4546,5061,5061,256.817749473822,255.805227043685,134.99532174348,142.926033953337,256.3114882587535,138.9606778484085,0.5062612150684913,-3.965356104928503,-3.014608563165246,267.0,101.0,-5.794993778388584,39.00865792438716,39.43675120941652,1.718274342908931
68,298,299,3,50,29,1504198,34.108798,216.039798,250.91985,253.31285,6333,6333,311.245290700064,308.201604414235,92.0122375114952,100.75078906908,309.7234475571495,96.3815132902876,1.5218431429145198,-4.3692757787924,-2.806428134800892,267.0,101.0,38.827019323688766,-18.4142868744405,42.9723561217708,-0.4428482729913074
69,324,325,3,76,29,2229134,50.547256,232.478256,267.3584,269.7514,6744,6744,403.643272604854,378.939087258262,144.619309551693,145.526939572513,391.291179931558,145.07312456210298,12.352092673296,-0.4538150104099827,-1.6075197385868785,267.0,101.0,48.60677951719455,-122.58922751372737,131.8739463178591,-1.1933097647083553
70,352,353,4,21,29,590407,13.387914,255.578914,290.4781,292.8711,7322,7322,209.795944576738,238.031545203625,368.102302593304,369.842914837684,223.9137448901815,368.972608715494,-14.117800313443496,-0.8703061221900157,1.6323644291225632,267.0,101.0,-270.11593981772864,-26.51647520996729,271.4143408170902,-3.043739166283247
71,354,355,4,23,29,650645,14.753855,256.944855,291.84405,294.23705,7356,7356,199.603227530302,215.944391606982,373.336301056062,373.857037384138,207.773809568642,373.5966692201,-8.170582038340001,-0.2603681640380273,1.602652084917538,267.0,101.0,-274.3447429346946,-50.51383698552729,278.9564225876581,-2.959506671721626
72,370,371,4,39,29,1131092,25.648345,267.839345,302.73855,305.13155,7628,7628,269.255248204174,225.821501817609,385.217952394543,235.023352996149,247.5383750108915,310.120652695346,21.71687319328248,75.09729969919698,-0.281503769269755,267.0,101.0,76.7894221149737,-195.48295803520213,210.02428962132976,-1.196495745346872
73,377,378,4,46,29,1329688,30.151655,272.342655,307.2419,309.6349,7741,7741,300.861630589138,233.755989899039,372.862715532597,235.346201108895,267.3088102440885,304.104458320746,33.5528203450495,68.758257211851,-0.4539874024155639,267.0,101.0,88.79444085120714,-182.6665366931009,203.1046930859317,-1.1183293735544817
74,400,401,4,69,29,1979169,44.879116,287.070116,321.9694,324.3624,8109,8109,298.143044877943,245.875359139844,414.092896162316,235.349821901413,272.0092020088935,324.7213590318645,26.133842869049488,89.37153713045149,-0.28448636432018,267.0,101.0,57.9827810361536,-216.1349941475091,223.7774309259768,-1.3086965830343795
75,61,62,0,62,7,1846724,41.875828,42.936828,77.8494,80.2424,2006,2006,303.22426791239,303.583913791681,417.065528263603,409.534021455018,303.40409085203555,413.2997748593105,-0.1798229396455326,3.765753404292525,0.0477159350029614,345.8,339.0,38.80371652190824,-76.23740053749256,85.54454779018174,-1.0999863396240028
76,80,81,0,81,7,2376457,53.887914,54.948914,89.86155,92.25455,2306,2306,229.910064802617,229.045309253388,421.145482718957,411.817265221832,229.4776870280025,416.4813739703945,0.4323777746145083,4.664108748562512,-0.092438994104081,345.8,339.0,122.97778592332058,-66.41316117226617,139.76495915463028,-0.4951657284940991
77,174,175,2,9,7,328569,7.450544,129.114544,163.98235,166.37535,4159,4159,254.468333201405,256.308875435757,134.684453800156,140.926355667217,255.38860431858097,137.8054047336865,-0.920271117175986,-3.12095093353048,2.8548499869119555,345.8,339.0,-29.816173933076097,-218.55086686039564,220.5753513732616,-1.706385954361039
78,229,230,2,64,7,1847596,41.895601,163.559601,198.42755,200.82055,5021,5021,254.653662153684,255.789050302816,134.378875991259,141.069298624003,255.22135622825,137.724087307631,-0.567694074565992,-3.3452113163720014,2.973490680660884,345.8,339.0,-55.626106150892845,-213.5935861681369,220.7181092200541,-1.8255668022624865
79,246,247,2,81,7,2346411,53.206599,174.870599,209.73855,212.13155,5303,5303,241.362635699778,245.692872670623,126.911974310128,133.691223615634,243.52775418520048,130.301598962881,-2.1651184854224823,-3.389624652753,2.573167635126416,345.8,339.0,26.153557649169255,-230.934246662864,232.41048784306813,-1.4580257128923677
80,260,261,3,12,7,379551,8.606599,190.537599,225.4176,227.8106,5695,5695,251.514195590082,255.437682346885,131.530043436755,141.548029769072,253.4759389684835,136.53903660291348,-1.9617433784014795,-5.00899316615849,2.768310197031012,345.8,339.0,-12.133986431324274,-222.1867239920334,222.517805905567,-1.625353794572867
81,350,351,4,19,7,517812,11.741769,253.932769,288.83195,291.22495,7281,7281,209.682687599745,235.197483399505,373.631117691298,370.498856803802,222.440085499625,372.06498724755,-12.757397899880004,1.5661304437480226,1.4486449828064103,345.8,339.0,-17.787478920879295,-126.46963066625815,127.71437619634084,-1.7105260360666752
82,410,411,4,79,7,2297319,52.093401,294.284401,329.1837,331.5767,8289,8289,272.024343281951,277.46326086612,409.04393469645,234.017761541361,274.7438020740355,321.5308481189055,-2.719458792084481,87.51308657754447,0.0310648847885222,345.8,339.0,71.5645050176706,15.253725863355209,73.17208847052673,0.2100039073719961
83,62,63,0,63,10,1875752,42.534059,43.595059,78.50765,80.90065,2023,2023,288.222237573757,290.939721973132,412.672588542737,405.463537797118,289.5809797734445,409.06806316992754,-1.3587421996874696,3.604525372809462,0.3604831364936331,344.2,223.5,-14.346281484242423,-192.9065256716889,193.4392499963415,-1.645028757459371
84,68,69,0,69,10,2047500,46.428571,47.489571,82.40215,84.79515,2120,2120,218.271022847641,220.644561325864,407.721857857682,283.287153662407,219.4577920867525,345.5045057600445,-1.1867692391114986,62.2173520976375,0.0190722571670436,344.2,223.5,122.39276080674874,-124.3612880398341,174.48701344462455,-0.7933756838577561
85,152,153,1,70,10,2041878,46.301088,107.682088,142.55385,144.94685,3624,3624,203.099202065331,295.115107142915,271.719736427112,273.724814761199,249.10715460412305,272.7222755941555,-46.00795253879201,-1.0025391670434942,1.5925834413876396,344.2,223.5,-51.28222849882197,-93.9979505114115,107.07698940552612,-2.070230111870876
86,155,156,1,73,10,2117818,48.023084,109.404084,144.27585,146.66885,3667,3667,220.414913485428,276.675820774882,275.000862722114,235.254923551599,248.545367130155,255.1278931368565,-28.130453644727,19.872969585257493,0.9557496135328094,344.2,223.5,29.360434346905105,-96.37477527186414,100.7478655542699,-1.275080294051968
87,261,262,3,13,10,401068,9.094512,191.025512,225.90555,228.29855,5707,5707,250.327494246754,252.078744261658,131.076437183894,139.097093655652,251.203119254206,135.086765419773,-0.8756250074520153,-4.010328235879001,2.926623898241818,344.2,223.5,-71.99633971638664,-106.21603901872976,128.3172625853033,-2.166487121822444
